;kostya_file;filename;size;accession;sample;subsample;treatment
207;EGAF00002339251/22210_2#7.cram;22210_2#7;1.4G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
208;EGAF00002339127/19056_4#7.cram;19056_4#7;3.7G;EGAN00001437425;MSM0.44;s1;PhIP (3 uM) + S9
209;EGAF00002338366/23031_3#3.cram;23031_3#3;9.1G;EGAN00001938922;MSM0.92;s3;BaP (2 uM) + S9
210;EGAF00002338983/20628_8.cram;20628_8;31G;EGAN00001437518;MSM0.63;s1;Propylene oxide (10 mM)
211;EGAF00002339024/22217_1#18.cram;22217_1#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
212;EGAF00002338129/19684_5#4.cram;19684_5#4;5.1G;EGAN00001437464;MSM0.54;s1;5-Methylchrysene (1,6 uM) + S9
213;EGAF00002340076/22101_5#16.cram;22101_5#16;1.9G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
214;EGAF00002339684/22100_1#22.cram;22100_1#22;1.6G;EGAN00001938976;MSM0.107;s1;2,6-Dimethylaniline (11 mM) + S9
215;EGAF00002340466/22746_6#4.cram;22746_6#4;2.2G;EGAN00001939008;MSM0.114;s5;2-Naphthylamine (200 uM) + HS9
216;EGAF00002338701/17774_2.cram;17774_2;32G;EGAN00001437373;MSM0.19;s2;H2O2 (24,5 uM)
217;EGAF00002340707/22101_2#5.cram;22101_2#5;1.8G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
218;EGAF00002340421/22150_4#4.cram;22150_4#4;1.6G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
219;EGAF00002338670/22216_4#14.cram;22216_4#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
220;EGAF00002338984/21068_5.cram;21068_5;38G;EGAN00001437323;MSM0.2;s3;BPDE (0,125 uM)
221;EGAF00002339785/22204_3#2.cram;22204_3#2;1.6G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
222;EGAF00002340450/22156_5#16.cram;22156_5#16;1.7G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
223;EGAF00002338985/21068_6.cram;21068_6;37G;EGAN00001437329;MSM0.3;s3;AAI (1,25 uM)
224;EGAF00002340710/22101_2#8.cram;22101_2#8;1.8G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
225;EGAF00002339170/22210_1#7.cram;22210_1#7;1.4G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
226;EGAF00002340372/22746_5#8.cram;22746_5#8;2.9G;EGAN00001939006;MSM0.114;s1;2-Naphthylamine (200 uM) + HS9
227;EGAF00002339304/19226_5#7.cram;19226_5#7;3.2G;EGAN00001437453;MSM0.36;s2;Lead (II) acetate (75 uM)
228;EGAF00002338139/19684_7#3.cram;19684_7#3;6.1G;EGAN00001437473;MSM0.47;s1;MMS (100 uM)
229;EGAF00002338388/16521_1#89.cram;16521_1#89;4.1G;EGAN00001437322;MSM0.2;s2;BPDE (0,125 uM)
230;EGAF00002340052/22914_6#7.cram;22914_6#7;2.7G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
231;EGAF00002339443/22217_7#8.cram;22217_7#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
232;EGAF00002338889/20025_8#1.cram;20025_8#1;4.9G;EGAN00001437500;MSM0.56;s4;SSR (1,25 J)
233;EGAF00002338185/22417_1#18.cram;22417_1#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
234;EGAF00002340306/22101_7#24.cram;22101_7#24;1.6G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
235;EGAF00002340381/24709_2#3.cram;24709_2#3;6.0G;EGAN00001939035;MSM0.125;s2;Methyleugenol (1,9 mM) + S9
236;EGAF00002339876/22101_1#9.cram;22101_1#9;1.5G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
237;EGAF00002338207/19685_6#6.cram;19685_6#6;5.3G;EGAN00001437458;MSM0.32;s1;Ellipticine (0,125 uM)
238;EGAF00002340116/22216_7#20.cram;22216_7#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
239;EGAF00002339163/21899_6#1.cram;21899_6#1;33G;EGAN00001437542;MSM0.72;s1;Carboplatin (5 uM)
240;EGAF00002338351/22914_4#12.cram;22914_4#12;2.6G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
241;EGAF00002339431/22211_3#1.cram;22211_3#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
242;EGAF00002338994/21216_5.cram;21216_5;32G;EGAN00001437530;MSM0.67;s1;DES (0,938 mM)
243;EGAF00002339626/17750_2#12.cram;17750_2#12;4.0G;EGAN00001437324;MSM0.1;s1;H2O Control (0,1%)
244;EGAF00002340277/24243_5#1.cram;24243_5#1;7.7G;EGAN00001939028;MSM0.129;s1;Media Control + S9
245;EGAF00002339288/22217_5#15.cram;22217_5#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
246;EGAF00002339867/22100_3#24.cram;22100_3#24;1.6G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
247;EGAF00002340383/24709_2#5.cram;24709_2#5;6.3G;EGAN00001939037;MSM0.106;s1;Semustine (150 uM)
248;EGAF00002339864/22100_3#21.cram;22100_3#21;1.8G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
249;EGAF00002339078/21823_7.cram;21823_7;35G;EGAN00001938912;MSM0.82;s2;DBC (3,5 uM) + S9
250;EGAF00002339571/16527_2#90.cram;16527_2#90;6.4G;EGAN00001437324;MSM0.1;s1;H2O Control (0,1%)
251;EGAF00002339097/22217_2#9.cram;22217_2#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
252;EGAF00002339673/22100_1#11.cram;22100_1#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
253;EGAF00002339438/22211_3#9.cram;22211_3#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
254;EGAF00002338188/22417_1#23.cram;22417_1#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
255;EGAF00002338657/22216_3#26.cram;22216_3#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
256;EGAF00002339424/22211_2#18.cram;22211_2#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
257;EGAF00002338709/18160_2.cram;18160_2;36G;EGAN00001437381;MSM0.23;s1;Acetaldehyde (0,9 mM)
258;EGAF00002338554/22216_3#1.cram;22216_3#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
259;EGAF00002338635/19847_3#6.cram;19847_3#6;4.7G;EGAN00001437483;MSM0.46;s1;Cobalt (II) chloride (250 uM)
260;EGAF00002338868/18962_2#1.cram;18962_2#1;4.4G;EGAN00001437410;MSM0.29;s1;1-Nitropyrene (1,75 uM) + S9
261;EGAF00002339974/22152_4#8.cram;22152_4#8;1.6G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
262;EGAF00002339215/19221_6#3.cram;19221_6#3;3.6G;EGAN00001437447;MSM0.31;s4;Styrene oxide (75 uM)
263;EGAF00002339471/22217_8#13.cram;22217_8#13;1.5G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
264;EGAF00002338221/19686_7#7.cram;19686_7#7;4.8G;EGAN00001437459;MSM0.45;s1;H2O Control (0,1%)
265;EGAF00002340316/22101_8#10.cram;22101_8#10;1.5G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
266;EGAF00002339739/22156_8#4.cram;22156_8#4;1.4G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
267;EGAF00002340120/22217_1#2.cram;22217_1#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
268;EGAF00002339358/22217_6#4.cram;22217_6#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
269;EGAF00002339720/22156_7#9.cram;22156_7#9;1.4G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
270;EGAF00002338683/22216_5#4.cram;22216_5#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
271;EGAF00002339854/22100_3#11.cram;22100_3#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
272;EGAF00002339786/22204_3#3.cram;22204_3#3;1.7G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
273;EGAF00002339818/22914_3#6.cram;22914_3#6;2.7G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
274;EGAF00002340213/22152_7#1.cram;22152_7#1;1.2G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
275;EGAF00002339176/22210_1#13.cram;22210_1#13;1.5G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
276;EGAF00002339203/22217_4#11.cram;22217_4#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
277;EGAF00002340276/24243_4#3.cram;24243_4#3;7.3G;EGAN00001939030;MSM0.124;s2;Methyleugenol (1,25 mM)
278;EGAF00002339073/21822_8.cram;21822_8;30G;EGAN00001938915;MSM0.99;s3;DMH (9 mM)
279;EGAF00002338502/16533_5#93.cram;16533_5#93;4.2G;EGAN00001437328;MSM0.3;s2;AAI (1,25 uM)
280;EGAF00002340009/22211_8#2.cram;22211_8#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
281;EGAF00002338816/20025_5#4.cram;20025_5#4;5.6G;EGAN00001437496;MSM0.55;s2;Furan (100 mM) + S9
282;EGAF00002338739/20024_6#3.cram;20024_6#3;5.6G;EGAN00001437503;MSM0.60;s1;o-Anisidine (0,85 mM)
283;EGAF00002339639/22156_6#10.cram;22156_6#10;1.4G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
284;EGAF00002339346/22211_1#23.cram;22211_1#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
285;EGAF00002338645/19847_4#7.cram;19847_4#7;4.4G;EGAN00001437484;MSM0.46;s5;Cobalt (II) chloride (250 uM)
286;EGAF00002338581/23627_8#4.cram;23627_8#4;5.8G;EGAN00001939022;MSM0.132;s1;DBP (0,0313 uM) + S9
287;EGAF00002339652/22156_6#23.cram;22156_6#23;1.5G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
288;EGAF00002339620/16815_1#1.cram;16815_1#1;7.2G;EGAN00001437333;MSM0.10;s2;Melphalan (1,5 uM)
289;EGAF00002338362/22914_7#6.cram;22914_7#6;6.3G;EGAN00001939012;MSM0.67;s3;DES (0,938 mM)
290;EGAF00002340238/22746_1#5.cram;22746_1#5;2.4G;EGAN00001939009;MSM0.123;s1;Semustine (700 uM) + S9
291;EGAF00002339584/22150_4#21.cram;22150_4#21;1.9G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
292;EGAF00002338860/18928_7#1.cram;18928_7#1;4.2G;EGAN00001437422;MSM0.40;s1;6-Nitrochrysene (0,78 uM)
293;EGAF00002338457/22216_2#13.cram;22216_2#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
294;EGAF00002338518/16543_4#92.cram;16543_4#92;3.8G;EGAN00001437327;MSM0.3;s1;AAI (1,25 uM)
295;EGAF00002339806/22914_2#4.cram;22914_2#4;2.3G;EGAN00001939008;MSM0.114;s5;2-Naphthylamine (200 uM) + HS9
296;EGAF00002340704/22101_2#2.cram;22101_2#2;1.5G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
297;EGAF00002339001/21228_5.cram;21228_5;32G;EGAN00001437525;MSM0.65;s3;MeIQX (300 uM)
298;EGAF00002338435/19846_6#6.cram;19846_6#6;4.7G;EGAN00001437483;MSM0.46;s1;Cobalt (II) chloride (250 uM)
299;EGAF00002340182/22101_6#11.cram;22101_6#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
300;EGAF00002340456/22156_5#22.cram;22156_5#22;1.4G;EGAN00001938976;MSM0.107;s1;2,6-Dimethylaniline (11 mM) + S9
301;EGAF00002340135/22217_6#2.cram;22217_6#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
302;EGAF00002339067/21822_2.cram;21822_2;31G;EGAN00001938887;MSM0.85;s1;AZ20 (0,9375 uM)
303;EGAF00002339254/22210_2#10.cram;22210_2#10;1.4G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
304;EGAF00002338756/22216_5#18.cram;22216_5#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
305;EGAF00002338503/16533_6#94.cram;16533_6#94;3.8G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
306;EGAF00002338817/20025_5#5.cram;20025_5#5;5.1G;EGAN00001437498;MSM0.59;s2;Olaparib (0,625 uM)
307;EGAF00002340424/22150_4#7.cram;22150_4#7;1.7G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
308;EGAF00002340086/22152_5#9.cram;22152_5#9;1.3G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
309;EGAF00002340175/22101_6#4.cram;22101_6#4;1.5G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
310;EGAF00002339492/19684_2#7.cram;19684_2#7;4.8G;EGAN00001437459;MSM0.45;s1;H2O Control (0,1%)
311;EGAF00002339368/22217_6#14.cram;22217_6#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
312;EGAF00002339265/22210_2#23.cram;22210_2#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
313;EGAF00002340143/22914_7#1.cram;22914_7#1;5.2G;EGAN00001939015;MSM0.112;s3;Benzidine (900 uM) + S9
314;EGAF00002338593/23824_8#6.cram;23824_8#6;6.5G;EGAN00001939024;MSM0.132;s3;DBP (0,0313 uM) + S9
315;EGAF00002338898/20496_4#1.cram;20496_4#1;2.9G;EGAN00001437490;MSM0.53;s2;Glycidamide (475 uM)
316;EGAF00002338528/19846_7#7.cram;19846_7#7;4.6G;EGAN00001437484;MSM0.46;s5;Cobalt (II) chloride (250 uM)
317;EGAF00002340137/22217_6#20.cram;22217_6#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
318;EGAF00002338694/17750_1#12.cram;17750_1#12;3.5G;EGAN00001437322;MSM0.2;s2;BPDE (0,125 uM)
319;EGAF00002340414/22101_8#21.cram;22101_8#21;1.8G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
320;EGAF00002340504/24712_7#4.cram;24712_7#4;6.3G;EGAN00001939036;MSM0.125;s3;Methyleugenol (1,9 mM) + S9
321;EGAF00002339389/19226_8#7.cram;19226_8#7;3.1G;EGAN00001437453;MSM0.36;s2;Lead (II) acetate (75 uM)
322;EGAF00002340720/22101_2#18.cram;22101_2#18;1.6G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
323;EGAF00002340301/22101_7#19.cram;22101_7#19;1.5G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
324;EGAF00002338827/20025_7#3.cram;20025_7#3;5.5G;EGAN00001437503;MSM0.60;s1;o-Anisidine (0,85 mM)
325;EGAF00002340097/22152_5#20.cram;22152_5#20;1.4G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
326;EGAF00002339526/22211_4#16.cram;22211_4#16;1.4G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
327;EGAF00002338406/16527_1#89.cram;16527_1#89;4.1G;EGAN00001437322;MSM0.2;s2;BPDE (0,125 uM)
328;EGAF00002338425/19846_5#5.cram;19846_5#5;4.2G;EGAN00001437482;MSM0.53;s5;Glycidamide (475 uM)
329;EGAF00002340410/22101_8#17.cram;22101_8#17;1.6G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
330;EGAF00002340252/22746_2#8.cram;22746_2#8;3.0G;EGAN00001939006;MSM0.114;s1;2-Naphthylamine (200 uM) + HS9
331;EGAF00002338345/22211_8#9.cram;22211_8#9;1.4G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
332;EGAF00002338312/19793_7#4.cram;19793_7#4;6.8G;EGAN00001437474;MSM0.47;s3;MMS (100 uM)
333;EGAF00002338609/16545_4#92.cram;16545_4#92;3.7G;EGAN00001437327;MSM0.3;s1;AAI (1,25 uM)
334;EGAF00002338155/22211_5#3.cram;22211_5#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
335;EGAF00002338128/19684_5#3.cram;19684_5#3;5.4G;EGAN00001437463;MSM0.24;s4;ENU (400 uM)
336;EGAF00002338529/19846_7#8.cram;19846_7#8;4.6G;EGAN00001437486;MSM0.50;s1;1,6-DNP (0,09 uM)
337;EGAF00002338123/19684_4#5.cram;19684_4#5;4.4G;EGAN00001437465;MSM0.54;s2;5-Methylchrysene (1,6 uM) + S9
338;EGAF00002340034/22914_4#9.cram;22914_4#9;2.6G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
339;EGAF00002339297/22217_5#26.cram;22217_5#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
340;EGAF00002340319/22152_7#20.cram;22152_7#20;1.5G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
341;EGAF00002339705/22152_2#7.cram;22152_2#7;1.5G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
342;EGAF00002340403/24709_6#5.cram;24709_6#5;6.6G;EGAN00001939042;MSM0.120;s3;MeOH Control (1,3%)
343;EGAF00002339095/22217_2#7.cram;22217_2#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
344;EGAF00002339848/22100_3#5.cram;22100_3#5;1.8G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
345;EGAF00002338520/19846_6#8.cram;19846_6#8;4.7G;EGAN00001437486;MSM0.50;s1;1,6-DNP (0,09 uM)
346;EGAF00002339233/19221_8#3.cram;19221_8#3;3.3G;EGAN00001437447;MSM0.31;s4;Styrene oxide (75 uM)
347;EGAF00002339558/22417_1#10.cram;22417_1#10;1.4G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
348;EGAF00002339796/22914_1#4.cram;22914_1#4;2.2G;EGAN00001939008;MSM0.114;s5;2-Naphthylamine (200 uM) + HS9
349;EGAF00002338992/21216_3.cram;21216_3;33G;EGAN00001437528;MSM0.64;s2;N-Nitrosopyrrolidine (50 mM)
350;EGAF00002338567/22216_3#15.cram;22216_3#15;1.6G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
351;EGAF00002339734/22156_7#23.cram;22156_7#23;1.5G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
352;EGAF00002339503/22211_3#16.cram;22211_3#16;1.5G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
353;EGAF00002339832/22100_2#13.cram;22100_2#13;1.8G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
354;EGAF00002339666/22100_1#4.cram;22100_1#4;1.5G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
355;EGAF00002338125/19684_4#7.cram;19684_4#7;4.6G;EGAN00001437468;MSM0.49;s2;AFB1 (0,25 uM) + S9
356;EGAF00002338358/22914_6#11.cram;22914_6#11;2.8G;EGAN00001938991;MSM0.130;s2;DBC (1,5 uM)
357;EGAF00002338439/22211_8#18.cram;22211_8#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
358;EGAF00002340082/22101_5#22.cram;22101_5#22;1.6G;EGAN00001938976;MSM0.107;s1;2,6-Dimethylaniline (11 mM) + S9
359;EGAF00002339859/22100_3#16.cram;22100_3#16;2.0G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
360;EGAF00002340081/22101_5#21.cram;22101_5#21;1.8G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
361;EGAF00002338892/20025_8#4.cram;20025_8#4;4.9G;EGAN00001437504;MSM0.60;s5;o-Anisidine (0,85 mM)
362;EGAF00002339546/22416_7#3.cram;22416_7#3;13G;EGAN00001939005;MSM0.44;s4;PhIP (3 uM) + S9
363;EGAF00002340044/22914_5#9.cram;22914_5#9;2.6G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
364;EGAF00002338315/19793_8#3.cram;19793_8#3;6.1G;EGAN00001437473;MSM0.47;s1;MMS (100 uM)
365;EGAF00002339017/22217_1#11.cram;22217_1#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
366;EGAF00002338641/19847_4#3.cram;19847_4#3;4.1G;EGAN00001437479;MSM0.51;s1;Catechol (5,5 uM)
367;EGAF00002338825/20025_7#1.cram;20025_7#1;5.1G;EGAN00001437500;MSM0.56;s4;SSR (1,25 J)
368;EGAF00002339323/19226_7#8.cram;19226_7#8;2.7G;EGAN00001437441;MSM0.37;s1;DMSO Control (0,1%) + S9
369;EGAF00002338731/20024_5#1.cram;20024_5#1;5.1G;EGAN00001437500;MSM0.56;s4;SSR (1,25 J)
370;EGAF00002339918/22204_3#19.cram;22204_3#19;1.7G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
371;EGAF00002340380/24709_2#2.cram;24709_2#2;6.3G;EGAN00001939034;MSM0.125;s1;Methyleugenol (1,9 mM) + S9
372;EGAF00002338423/19846_5#3.cram;19846_5#3;4.3G;EGAN00001437479;MSM0.51;s1;Catechol (5,5 uM)
373;EGAF00002338737/20024_6#1.cram;20024_6#1;5.1G;EGAN00001437500;MSM0.56;s4;SSR (1,25 J)
374;EGAF00002340358/22746_4#5.cram;22746_4#5;2.4G;EGAN00001939009;MSM0.123;s1;Semustine (700 uM) + S9
375;EGAF00002338375/23125_5#1.cram;23125_5#1;7.6G;EGAN00001938898;MSM0.96;s3;DBPDE (0,000625 uM)
376;EGAF00002338449/22216_2#5.cram;22216_2#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
377;EGAF00002338429/19846_5#9.cram;19846_5#9;4.4G;EGAN00001437487;MSM0.50;s2;1,6-DNP (0,09 uM)
378;EGAF00002338166/22211_5#14.cram;22211_5#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
379;EGAF00002340245/22746_2#1.cram;22746_2#1;2.2G;EGAN00001938995;MSM0.121;s3;2-Naphthylamine (200 uM)
380;EGAF00002340343/22152_8#20.cram;22152_8#20;1.5G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
381;EGAF00002338276/22783_6#6.cram;22783_6#6;6.7G;EGAN00001939012;MSM0.67;s3;DES (0,938 mM)
382;EGAF00002339993/22152_5#3.cram;22152_5#3;1.3G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
383;EGAF00002339680/22100_1#18.cram;22100_1#18;1.6G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
384;EGAF00002338805/20024_7#5.cram;20024_7#5;5.6G;EGAN00001437506;MSM0.57;s1;Acrolein (5 uM)
385;EGAF00002340394/24709_5#1.cram;24709_5#1;6.0G;EGAN00001939038;MSM0.106;s2;Semustine (150 uM)
386;EGAF00002339747/22783_5#4.cram;22783_5#4;6.8G;EGAN00001939017;MSM0.116;s3;MOCA (37,5 uM) + S9
387;EGAF00002339454/22217_7#21.cram;22217_7#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
388;EGAF00002339377/22217_6#25.cram;22217_6#25;1.2G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
389;EGAF00002340506/24712_8#1.cram;24712_8#1;6.3G;EGAN00001939033;MSM0.124;s3;Methyleugenol (1,25 mM)
390;EGAF00002338307/19793_6#3.cram;19793_6#3;6.1G;EGAN00001437473;MSM0.47;s1;MMS (100 uM)
391;EGAF00002338424/19846_5#4.cram;19846_5#4;4.7G;EGAN00001437480;MSM0.51;s2;Catechol (5,5 uM)
392;EGAF00002339914/22204_3#15.cram;22204_3#15;1.7G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
393;EGAF00002338470/23125_8#2.cram;23125_8#2;8.0G;EGAN00001938904;MSM0.97;s3;2-Nitrofluorene (40 uM)
394;EGAF00002338330/22211_7#17.cram;22211_7#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
395;EGAF00002338772/22216_6#11.cram;22216_6#11;1.4G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
396;EGAF00002339128/19056_4#8.cram;19056_4#8;4.1G;EGAN00001437426;MSM0.44;s2;PhIP (3 uM) + S9
397;EGAF00002340270/24243_2#3.cram;24243_2#3;7.6G;EGAN00001939030;MSM0.124;s2;Methyleugenol (1,25 mM)
398;EGAF00002338565/22216_3#13.cram;22216_3#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
399;EGAF00002338879/18962_3#4.cram;18962_3#4;4.5G;EGAN00001437414;MSM0.30;s6;Potassium chromate (7,5 uM)
400;EGAF00002340384/24709_3#1.cram;24709_3#1;6.4G;EGAN00001939033;MSM0.124;s3;Methyleugenol (1,25 mM)
401;EGAF00002338471/23125_8#3.cram;23125_8#3;7.5G;EGAN00001938925;MSM0.95;s3;1,8-DNP (8 uM)
402;EGAF00002340017/22216_3#20.cram;22216_3#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
403;EGAF00002339159/21898_5.cram;21898_5;33G;EGAN00001938928;MSM0.102;s3;Potassium bromate (875 uM)
404;EGAF00002339442/22211_3#13.cram;22211_3#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
405;EGAF00002340242/22746_1#9.cram;22746_1#9;2.5G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
406;EGAF00002340731/22101_3#5.cram;22101_3#5;1.8G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
407;EGAF00002339406/19227_3#6.cram;19227_3#6;3.7G;EGAN00001437452;MSM0.36;s1;Lead (II) acetate (75 uM)
408;EGAF00002339043/19041_6#2.cram;19041_6#2;9.9G;EGAN00001437406;MSM0.33;s1;Bleomycin (0,188 uM)
409;EGAF00002340447/22156_5#13.cram;22156_5#13;1.7G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
410;EGAF00002338913/20627_4.cram;20627_4;32G;EGAN00001437371;MSM0.5;s3;3-NBA (0,025 uM)
411;EGAF00002340251/22746_2#7.cram;22746_2#7;2.6G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
412;EGAF00002338625/17218_5.cram;17218_5;34G;EGAN00001437358;MSM0.17;s2;2-Nitrofluorene (10 uM)
413;EGAF00002338605/16544_6#94.cram;16544_6#94;3.4G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
414;EGAF00002338511/16535_1#89.cram;16535_1#89;5.5G;EGAN00001437322;MSM0.2;s2;BPDE (0,125 uM)
415;EGAF00002338317/19846_3#1.cram;19846_3#1;4.5G;EGAN00001437477;MSM0.52;s1;Acrylamide (9,5 mM) + S9
